"loanid","readerid","bookid","loandate","duedate","daysoverdue"
54260,13711,65212,"2024-05-03","2024-05-31",206
53647,25064,43849,"2024-05-03","2024-05-31",206
59776,5063,17654,"2024-05-03","2024-05-31",206
52299,17209,23084,"2024-05-03","2024-05-31",206
50222,847,67002,"2024-05-03","2024-05-31",206
52038,26051,77707,"2024-05-03","2024-05-31",206
50222,847,67002,"2024-05-03","2024-05-31",206
52281,10283,72598,"2024-05-03","2024-05-31",206
53153,23657,70021,"2024-05-03","2024-05-31",206
56158,23171,24230,"2024-05-03","2024-05-31",206
50042,19617,36412,"2024-05-03","2024-05-31",206
55499,27253,26067,"2024-05-03","2024-05-31",206
57673,2886,16896,"2024-05-03","2024-05-31",206
59909,20645,40709,"2024-05-03","2024-05-31",206
54255,27255,81602,"2024-05-03","2024-05-31",206
54285,13548,37447,"2024-05-03","2024-05-31",206
56665,32346,94472,"2024-05-03","2024-05-31",206
52490,23231,95967,"2024-05-03","2024-05-31",206
53675,16483,43167,"2024-05-03","2024-05-31",206
54255,27255,81602,"2024-05-03","2024-05-31",206
55499,27253,26067,"2024-05-03","2024-05-31",206
53647,25064,43849,"2024-05-03","2024-05-31",206
54260,13711,65212,"2024-05-03","2024-05-31",206
56158,23171,24230,"2024-05-03","2024-05-31",206
53695,12185,3322,"2024-05-03","2024-05-31",206
55495,28463,36268,"2024-05-03","2024-05-31",206
54541,8359,44815,"2024-05-03","2024-05-31",206
57673,2886,16896,"2024-05-03","2024-05-31",206
56734,6304,29194,"2024-05-03","2024-05-31",206
52299,17209,23084,"2024-05-03","2024-05-31",206
51781,16774,74231,"2024-05-03","2024-05-31",206
55662,27761,94467,"2024-05-03","2024-05-31",206
55495,28463,36268,"2024-05-03","2024-05-31",206
58740,7991,62706,"2024-05-03","2024-05-31",206
58740,7991,62706,"2024-05-03","2024-05-31",206
58024,15736,95242,"2024-05-03","2024-05-31",206
55533,12810,60056,"2024-05-03","2024-05-31",206
52038,26051,77707,"2024-05-03","2024-05-31",206
53695,12185,3322,"2024-05-03","2024-05-31",206
55544,23280,58913,"2024-05-03","2024-05-31",206
53153,23657,70021,"2024-05-03","2024-05-31",206
50217,6424,41777,"2024-05-04","2024-06-01",205
56974,22319,1655,"2024-05-04","2024-06-01",205
58527,1139,74130,"2024-05-04","2024-06-01",205
58458,3714,17467,"2024-05-04","2024-06-01",205
52085,14818,86736,"2024-05-04","2024-06-01",205
52674,12853,80630,"2024-05-04","2024-06-01",205
57350,25429,61151,"2024-05-04","2024-06-01",205
52085,14818,86736,"2024-05-04","2024-06-01",205
59605,16813,9144,"2024-05-04","2024-06-01",205
54220,31628,94150,"2024-05-04","2024-06-01",205
57744,28148,92456,"2024-05-04","2024-06-01",205
57744,28148,92456,"2024-05-04","2024-06-01",205
57725,9671,97929,"2024-05-04","2024-06-01",205
57678,30699,95137,"2024-05-04","2024-06-01",205
50603,30177,78776,"2024-05-04","2024-06-01",205
50217,6424,41777,"2024-05-04","2024-06-01",205
58458,3714,17467,"2024-05-04","2024-06-01",205
57725,9671,97929,"2024-05-04","2024-06-01",205
57350,25429,61151,"2024-05-04","2024-06-01",205
56974,22319,1655,"2024-05-04","2024-06-01",205
53942,24091,74166,"2024-05-04","2024-06-01",205
55501,14788,17088,"2024-05-04","2024-06-01",205
59605,16813,9144,"2024-05-04","2024-06-01",205
55501,14788,17088,"2024-05-04","2024-06-01",205
55630,4658,98198,"2024-05-04","2024-06-01",205
50237,18909,64721,"2024-05-04","2024-06-01",205
53287,4353,72975,"2024-05-04","2024-06-01",205
53666,17901,96805,"2024-05-04","2024-06-01",205
57678,30699,95137,"2024-05-04","2024-06-01",205
53346,1144,56841,"2024-05-04","2024-06-01",205
58527,1139,74130,"2024-05-04","2024-06-01",205
53942,24091,74166,"2024-05-04","2024-06-01",205
55926,24667,59690,"2024-05-04","2024-06-01",205
53666,17901,96805,"2024-05-04","2024-06-01",205
51039,21898,81517,"2024-05-04","2024-06-01",205
50237,18909,64721,"2024-05-04","2024-06-01",205
54220,31628,94150,"2024-05-04","2024-06-01",205
51144,31408,59030,"2024-05-04","2024-06-01",205
50603,30177,78776,"2024-05-04","2024-06-01",205
55926,24667,59690,"2024-05-04","2024-06-01",205
53287,4353,72975,"2024-05-04","2024-06-01",205
51039,21898,81517,"2024-05-04","2024-06-01",205
52674,12853,80630,"2024-05-04","2024-06-01",205
53346,1144,56841,"2024-05-04","2024-06-01",205
51144,31408,59030,"2024-05-04","2024-06-01",205
55630,4658,98198,"2024-05-04","2024-06-01",205
59153,26828,18261,"2024-05-05","2024-06-02",204
53064,21754,21222,"2024-05-05","2024-06-02",204
57514,3250,53949,"2024-05-05","2024-06-02",204
57131,22074,54473,"2024-05-05","2024-06-02",204
57254,20818,80680,"2024-05-05","2024-06-02",204
54145,31567,20633,"2024-05-05","2024-06-02",204
59948,5463,77806,"2024-05-05","2024-06-02",204
51364,1310,79513,"2024-05-05","2024-06-02",204
57508,31838,38438,"2024-05-05","2024-06-02",204
57213,8179,2991,"2024-05-05","2024-06-02",204
57213,8179,2991,"2024-05-05","2024-06-02",204
52518,25698,98875,"2024-05-05","2024-06-02",204
51897,54,8732,"2024-05-05","2024-06-02",204
58368,16421,93473,"2024-05-05","2024-06-02",204
57131,22074,54473,"2024-05-05","2024-06-02",204
50376,8211,1012,"2024-05-05","2024-06-02",204
52629,13629,30539,"2024-05-05","2024-06-02",204
54866,11913,75925,"2024-05-05","2024-06-02",204
58011,5086,69847,"2024-05-05","2024-06-02",204
57254,20818,80680,"2024-05-05","2024-06-02",204
51462,6115,26582,"2024-05-05","2024-06-02",204
57508,31838,38438,"2024-05-05","2024-06-02",204
59570,15642,37828,"2024-05-05","2024-06-02",204
55095,16537,81195,"2024-05-05","2024-06-02",204
53873,24547,7268,"2024-05-05","2024-06-02",204
59570,15642,37828,"2024-05-05","2024-06-02",204
54145,31567,20633,"2024-05-05","2024-06-02",204
52629,13629,30539,"2024-05-05","2024-06-02",204
55095,16537,81195,"2024-05-05","2024-06-02",204
58829,12852,301,"2024-05-05","2024-06-02",204
53917,16520,31340,"2024-05-05","2024-06-02",204
51462,6115,26582,"2024-05-05","2024-06-02",204
59153,26828,18261,"2024-05-05","2024-06-02",204
55026,10936,22396,"2024-05-05","2024-06-02",204
54292,10712,46370,"2024-05-05","2024-06-02",204
50196,25795,23650,"2024-05-05","2024-06-02",204
53064,21754,21222,"2024-05-05","2024-06-02",204
51897,54,8732,"2024-05-05","2024-06-02",204
50376,8211,1012,"2024-05-05","2024-06-02",204
53873,24547,7268,"2024-05-05","2024-06-02",204
54292,10712,46370,"2024-05-05","2024-06-02",204
58829,12852,301,"2024-05-05","2024-06-02",204
55026,10936,22396,"2024-05-05","2024-06-02",204
58011,5086,69847,"2024-05-05","2024-06-02",204
51364,1310,79513,"2024-05-05","2024-06-02",204
53917,16520,31340,"2024-05-05","2024-06-02",204
59948,5463,77806,"2024-05-05","2024-06-02",204
52518,25698,98875,"2024-05-05","2024-06-02",204
58368,16421,93473,"2024-05-05","2024-06-02",204
57514,3250,53949,"2024-05-05","2024-06-02",204
50196,25795,23650,"2024-05-05","2024-06-02",204
54866,11913,75925,"2024-05-05","2024-06-02",204
58718,12699,37525,"2024-05-06","2024-06-03",203
57440,20947,89646,"2024-05-06","2024-06-03",203
52168,22828,70025,"2024-05-06","2024-06-03",203
55075,23603,56175,"2024-05-06","2024-06-03",203
56655,3221,42430,"2024-05-06","2024-06-03",203
59383,23241,36543,"2024-05-06","2024-06-03",203
51250,25444,81646,"2024-05-06","2024-06-03",203
51250,25444,81646,"2024-05-06","2024-06-03",203
53657,7201,38229,"2024-05-06","2024-06-03",203
56655,3221,42430,"2024-05-06","2024-06-03",203
56584,21513,671,"2024-05-06","2024-06-03",203
54750,29413,69951,"2024-05-06","2024-06-03",203
51953,24397,53823,"2024-05-06","2024-06-03",203
55075,23603,56175,"2024-05-06","2024-06-03",203
59976,16930,62086,"2024-05-06","2024-06-03",203
58423,26424,86176,"2024-05-06","2024-06-03",203
57440,20947,89646,"2024-05-06","2024-06-03",203
51175,31998,9457,"2024-05-06","2024-06-03",203
53054,17428,61771,"2024-05-06","2024-06-03",203
51849,22421,59918,"2024-05-06","2024-06-03",203
54351,23257,66738,"2024-05-06","2024-06-03",203
53657,7201,38229,"2024-05-06","2024-06-03",203
50932,30782,76971,"2024-05-06","2024-06-03",203
58774,26843,59719,"2024-05-06","2024-06-03",203
56584,21513,671,"2024-05-06","2024-06-03",203
59976,16930,62086,"2024-05-06","2024-06-03",203
54750,29413,69951,"2024-05-06","2024-06-03",203
58088,759,37244,"2024-05-06","2024-06-03",203
58774,26843,59719,"2024-05-06","2024-06-03",203
58423,26424,86176,"2024-05-06","2024-06-03",203
54448,299,98431,"2024-05-06","2024-06-03",203
59434,13256,69451,"2024-05-06","2024-06-03",203
50932,30782,76971,"2024-05-06","2024-06-03",203
58088,759,37244,"2024-05-06","2024-06-03",203
59383,23241,36543,"2024-05-06","2024-06-03",203
53054,17428,61771,"2024-05-06","2024-06-03",203
52168,22828,70025,"2024-05-06","2024-06-03",203
54448,299,98431,"2024-05-06","2024-06-03",203
58718,12699,37525,"2024-05-06","2024-06-03",203
59434,13256,69451,"2024-05-06","2024-06-03",203
58951,17791,9775,"2024-05-06","2024-06-03",203
58951,17791,9775,"2024-05-06","2024-06-03",203
51849,22421,59918,"2024-05-06","2024-06-03",203
54351,23257,66738,"2024-05-06","2024-06-03",203
51953,24397,53823,"2024-05-06","2024-06-03",203
51175,31998,9457,"2024-05-06","2024-06-03",203
53236,27847,65040,"2024-05-07","2024-06-04",202
54525,24992,63350,"2024-05-07","2024-06-04",202
56797,8768,30481,"2024-05-07","2024-06-04",202
58879,23483,22270,"2024-05-07","2024-06-04",202
52145,46,87136,"2024-05-07","2024-06-04",202
55236,5193,34812,"2024-05-07","2024-06-04",202
56004,1909,25208,"2024-05-07","2024-06-04",202
55212,12355,99157,"2024-05-07","2024-06-04",202
50572,808,74822,"2024-05-07","2024-06-04",202
53400,3781,85414,"2024-05-07","2024-06-04",202
56818,7276,12151,"2024-05-07","2024-06-04",202
57998,26755,7072,"2024-05-07","2024-06-04",202
55959,33218,86484,"2024-05-07","2024-06-04",202
54465,6443,80808,"2024-05-07","2024-06-04",202
54022,12614,27137,"2024-05-07","2024-06-04",202
51713,31303,49207,"2024-05-07","2024-06-04",202
51765,9268,79873,"2024-05-07","2024-06-04",202
54599,7179,21412,"2024-05-07","2024-06-04",202
53091,22498,82371,"2024-05-07","2024-06-04",202
54022,12614,27137,"2024-05-07","2024-06-04",202
51765,9268,79873,"2024-05-07","2024-06-04",202
50879,29238,1643,"2024-05-07","2024-06-04",202
56211,27998,48118,"2024-05-07","2024-06-04",202
53400,3781,85414,"2024-05-07","2024-06-04",202
53091,22498,82371,"2024-05-07","2024-06-04",202
54599,7179,21412,"2024-05-07","2024-06-04",202
50572,808,74822,"2024-05-07","2024-06-04",202
54222,13583,21618,"2024-05-07","2024-06-04",202
56797,8768,30481,"2024-05-07","2024-06-04",202
53236,27847,65040,"2024-05-07","2024-06-04",202
58833,3903,49754,"2024-05-07","2024-06-04",202
56818,7276,12151,"2024-05-07","2024-06-04",202
50879,29238,1643,"2024-05-07","2024-06-04",202
52298,6362,66888,"2024-05-07","2024-06-04",202
55748,23018,56473,"2024-05-07","2024-06-04",202
54465,6443,80808,"2024-05-07","2024-06-04",202
55759,6149,45736,"2024-05-07","2024-06-04",202
58511,12318,78033,"2024-05-07","2024-06-04",202
55748,23018,56473,"2024-05-07","2024-06-04",202
57998,26755,7072,"2024-05-07","2024-06-04",202
56004,1909,25208,"2024-05-07","2024-06-04",202
52298,6362,66888,"2024-05-07","2024-06-04",202
59546,20799,11721,"2024-05-07","2024-06-04",202
59278,22930,66082,"2024-05-07","2024-06-04",202
55759,6149,45736,"2024-05-07","2024-06-04",202
58879,23483,22270,"2024-05-07","2024-06-04",202
52145,46,87136,"2024-05-07","2024-06-04",202
59546,20799,11721,"2024-05-07","2024-06-04",202
54222,13583,21618,"2024-05-07","2024-06-04",202
55959,33218,86484,"2024-05-07","2024-06-04",202
59278,22930,66082,"2024-05-07","2024-06-04",202
58833,3903,49754,"2024-05-07","2024-06-04",202
56211,27998,48118,"2024-05-07","2024-06-04",202
58511,12318,78033,"2024-05-07","2024-06-04",202
54525,24992,63350,"2024-05-07","2024-06-04",202
55212,12355,99157,"2024-05-07","2024-06-04",202
55236,5193,34812,"2024-05-07","2024-06-04",202
51713,31303,49207,"2024-05-07","2024-06-04",202
55467,27193,18846,"2024-05-08","2024-06-05",201
53267,8144,69400,"2024-05-08","2024-06-05",201
50846,25915,63756,"2024-05-08","2024-06-05",201
55584,9542,46870,"2024-05-08","2024-06-05",201
56825,3765,54714,"2024-05-08","2024-06-05",201
53194,14123,96610,"2024-05-08","2024-06-05",201
55584,9542,46870,"2024-05-08","2024-06-05",201
55467,27193,18846,"2024-05-08","2024-06-05",201
53194,14123,96610,"2024-05-08","2024-06-05",201
51660,2925,28209,"2024-05-08","2024-06-05",201
54462,32605,85538,"2024-05-08","2024-06-05",201
51722,22222,82490,"2024-05-08","2024-06-05",201
50392,25568,90768,"2024-05-08","2024-06-05",201
50778,12469,29863,"2024-05-08","2024-06-05",201
58254,24280,8189,"2024-05-08","2024-06-05",201
58498,27474,45944,"2024-05-08","2024-06-05",201
57507,23229,1371,"2024-05-08","2024-06-05",201
52867,32464,75996,"2024-05-08","2024-06-05",201
57726,13283,73398,"2024-05-08","2024-06-05",201
51872,24677,70085,"2024-05-08","2024-06-05",201
58825,4680,84336,"2024-05-08","2024-06-05",201
57726,13283,73398,"2024-05-08","2024-06-05",201
52867,32464,75996,"2024-05-08","2024-06-05",201
57802,1770,50515,"2024-05-08","2024-06-05",201
57933,5531,61271,"2024-05-08","2024-06-05",201
52174,28966,52947,"2024-05-08","2024-06-05",201
58022,9087,53907,"2024-05-08","2024-06-05",201
58057,9816,54624,"2024-05-08","2024-06-05",201
58254,24280,8189,"2024-05-08","2024-06-05",201
59484,2514,304,"2024-05-08","2024-06-05",201
58825,4680,84336,"2024-05-08","2024-06-05",201
54642,14114,35560,"2024-05-08","2024-06-05",201
51660,2925,28209,"2024-05-08","2024-06-05",201
58498,27474,45944,"2024-05-08","2024-06-05",201
51496,11901,76623,"2024-05-08","2024-06-05",201
58057,9816,54624,"2024-05-08","2024-06-05",201
57933,5531,61271,"2024-05-08","2024-06-05",201
51722,22222,82490,"2024-05-08","2024-06-05",201
50846,25915,63756,"2024-05-08","2024-06-05",201
59484,2514,304,"2024-05-08","2024-06-05",201
50778,12469,29863,"2024-05-08","2024-06-05",201
52174,28966,52947,"2024-05-08","2024-06-05",201
58022,9087,53907,"2024-05-08","2024-06-05",201
57162,25386,53390,"2024-05-08","2024-06-05",201
57802,1770,50515,"2024-05-08","2024-06-05",201
57507,23229,1371,"2024-05-08","2024-06-05",201
53267,8144,69400,"2024-05-08","2024-06-05",201
50392,25568,90768,"2024-05-08","2024-06-05",201
51872,24677,70085,"2024-05-08","2024-06-05",201
54462,32605,85538,"2024-05-08","2024-06-05",201
54642,14114,35560,"2024-05-08","2024-06-05",201
56825,3765,54714,"2024-05-08","2024-06-05",201
51496,11901,76623,"2024-05-08","2024-06-05",201
57162,25386,53390,"2024-05-08","2024-06-05",201
52720,19651,8502,"2024-05-09","2024-06-06",200
57215,13509,346,"2024-05-09","2024-06-06",200
51901,29623,66990,"2024-05-09","2024-06-06",200
50592,17161,66605,"2024-05-09","2024-06-06",200
58271,6804,68812,"2024-05-09","2024-06-06",200
57866,26525,19023,"2024-05-09","2024-06-06",200
57300,17994,85213,"2024-05-09","2024-06-06",200
50396,19775,93797,"2024-05-09","2024-06-06",200
51830,11961,61091,"2024-05-09","2024-06-06",200
57300,17994,85213,"2024-05-09","2024-06-06",200
54478,19275,17249,"2024-05-09","2024-06-06",200
57250,1804,87466,"2024-05-09","2024-06-06",200
57250,1804,87466,"2024-05-09","2024-06-06",200
52195,23081,58103,"2024-05-09","2024-06-06",200
51178,30944,17032,"2024-05-09","2024-06-06",200
55950,30441,85987,"2024-05-09","2024-06-06",200
57086,9649,42299,"2024-05-09","2024-06-06",200
55591,17019,83264,"2024-05-09","2024-06-06",200
53446,13090,88912,"2024-05-09","2024-06-06",200
57215,13509,346,"2024-05-09","2024-06-06",200
57086,9649,42299,"2024-05-09","2024-06-06",200
57866,26525,19023,"2024-05-09","2024-06-06",200
55477,10047,43061,"2024-05-09","2024-06-06",200
52883,5625,40824,"2024-05-09","2024-06-06",200
55836,9131,46528,"2024-05-09","2024-06-06",200
53446,13090,88912,"2024-05-09","2024-06-06",200
52916,22925,73618,"2024-05-09","2024-06-06",200
54187,27545,54587,"2024-05-09","2024-06-06",200
53976,19701,24963,"2024-05-09","2024-06-06",200
52883,5625,40824,"2024-05-09","2024-06-06",200
56871,1458,76969,"2024-05-09","2024-06-06",200
54187,27545,54587,"2024-05-09","2024-06-06",200
52372,22136,85492,"2024-05-09","2024-06-06",200
56846,7609,53248,"2024-05-09","2024-06-06",200
52720,19651,8502,"2024-05-09","2024-06-06",200
50396,19775,93797,"2024-05-09","2024-06-06",200
55836,9131,46528,"2024-05-09","2024-06-06",200
52916,22925,73618,"2024-05-09","2024-06-06",200
54478,19275,17249,"2024-05-09","2024-06-06",200
56871,1458,76969,"2024-05-09","2024-06-06",200
55950,30441,85987,"2024-05-09","2024-06-06",200
55591,17019,83264,"2024-05-09","2024-06-06",200
53976,19701,24963,"2024-05-09","2024-06-06",200
55477,10047,43061,"2024-05-09","2024-06-06",200
50592,17161,66605,"2024-05-09","2024-06-06",200
58271,6804,68812,"2024-05-09","2024-06-06",200
51178,30944,17032,"2024-05-09","2024-06-06",200
52195,23081,58103,"2024-05-09","2024-06-06",200
51901,29623,66990,"2024-05-09","2024-06-06",200
52372,22136,85492,"2024-05-09","2024-06-06",200
51830,11961,61091,"2024-05-09","2024-06-06",200
56846,7609,53248,"2024-05-09","2024-06-06",200
55044,4290,25254,"2024-05-10","2024-06-07",199
51632,9470,89152,"2024-05-10","2024-06-07",199
58246,10890,57596,"2024-05-10","2024-06-07",199
55044,4290,25254,"2024-05-10","2024-06-07",199
53205,17082,31850,"2024-05-10","2024-06-07",199
53889,7653,37305,"2024-05-10","2024-06-07",199
54330,19768,55813,"2024-05-10","2024-06-07",199
52781,33174,80032,"2024-05-10","2024-06-07",199
53250,28249,34027,"2024-05-10","2024-06-07",199
53205,17082,31850,"2024-05-10","2024-06-07",199
54330,19768,55813,"2024-05-10","2024-06-07",199
51023,18454,18029,"2024-05-10","2024-06-07",199
56645,21682,87065,"2024-05-10","2024-06-07",199
56314,9096,27248,"2024-05-10","2024-06-07",199
56250,15967,11367,"2024-05-10","2024-06-07",199
51654,26152,77193,"2024-05-10","2024-06-07",199
52175,1142,8899,"2024-05-10","2024-06-07",199
51632,9470,89152,"2024-05-10","2024-06-07",199
52251,3928,6280,"2024-05-10","2024-06-07",199
50103,24268,16771,"2024-05-10","2024-06-07",199
58610,19726,70236,"2024-05-10","2024-06-07",199
59832,29257,84699,"2024-05-10","2024-06-07",199
50103,24268,16771,"2024-05-10","2024-06-07",199
51023,18454,18029,"2024-05-10","2024-06-07",199
55580,15602,20253,"2024-05-10","2024-06-07",199
51654,26152,77193,"2024-05-10","2024-06-07",199
55580,15602,20253,"2024-05-10","2024-06-07",199
52781,33174,80032,"2024-05-10","2024-06-07",199
57950,9818,88890,"2024-05-10","2024-06-07",199
58715,4068,39340,"2024-05-10","2024-06-07",199
51025,29945,21955,"2024-05-10","2024-06-07",199
56728,377,60017,"2024-05-10","2024-06-07",199
56645,21682,87065,"2024-05-10","2024-06-07",199
53889,7653,37305,"2024-05-10","2024-06-07",199
59703,7251,74251,"2024-05-10","2024-06-07",199
51025,29945,21955,"2024-05-10","2024-06-07",199
52251,3928,6280,"2024-05-10","2024-06-07",199
57950,9818,88890,"2024-05-10","2024-06-07",199
53250,28249,34027,"2024-05-10","2024-06-07",199
59703,7251,74251,"2024-05-10","2024-06-07",199
58246,10890,57596,"2024-05-10","2024-06-07",199
58610,19726,70236,"2024-05-10","2024-06-07",199
56250,15967,11367,"2024-05-10","2024-06-07",199
57032,12073,14153,"2024-05-10","2024-06-07",199
57032,12073,14153,"2024-05-10","2024-06-07",199
58715,4068,39340,"2024-05-10","2024-06-07",199
57268,16730,44058,"2024-05-10","2024-06-07",199
52175,1142,8899,"2024-05-10","2024-06-07",199
57268,16730,44058,"2024-05-10","2024-06-07",199
59832,29257,84699,"2024-05-10","2024-06-07",199
56314,9096,27248,"2024-05-10","2024-06-07",199
56728,377,60017,"2024-05-10","2024-06-07",199
58413,9159,49218,"2024-05-11","2024-06-08",198
58717,22555,57800,"2024-05-11","2024-06-08",198
52473,13503,51649,"2024-05-11","2024-06-08",198
50637,29771,44739,"2024-05-11","2024-06-08",198
52531,15813,9550,"2024-05-11","2024-06-08",198
52564,20624,84878,"2024-05-11","2024-06-08",198
59028,26985,7582,"2024-05-11","2024-06-08",198
50718,28857,15108,"2024-05-11","2024-06-08",198
52639,31631,93303,"2024-05-11","2024-06-08",198
