"cardid","readerid","expirationdate","daysleft"
15739,15739,"2022-03-09",-1020
5715,5715,"2022-03-09",-1020
12245,12245,"2022-03-10",-1019
4609,4609,"2022-03-10",-1019
29751,29751,"2022-03-10",-1019
10917,10917,"2022-03-10",-1019
1347,1347,"2022-03-11",-1018
17379,17379,"2022-03-11",-1018
2921,2921,"2022-03-11",-1018
4712,4712,"2022-03-12",-1017
26240,26240,"2022-03-12",-1017
19263,19263,"2022-03-12",-1017
15368,15368,"2022-03-12",-1017
8773,8773,"2022-03-13",-1016
21563,21563,"2022-03-13",-1016
3809,3809,"2022-03-13",-1016
21188,21188,"2022-03-14",-1015
13132,13132,"2022-03-14",-1015
27770,27770,"2022-03-14",-1015
19293,19293,"2022-03-14",-1015
19002,19002,"2022-03-14",-1015
2126,2126,"2022-03-15",-1014
17023,17023,"2022-03-15",-1014
24194,24194,"2022-03-15",-1014
21623,21623,"2022-03-15",-1014
14273,14273,"2022-03-16",-1013
13002,13002,"2022-03-16",-1013
825,825,"2022-03-16",-1013
13889,13889,"2022-03-16",-1013
1440,1440,"2022-03-16",-1013
29487,29487,"2022-03-16",-1013
28348,28348,"2022-03-16",-1013
21423,21423,"2022-03-16",-1013
20681,20681,"2022-03-17",-1012
27922,27922,"2022-03-17",-1012
4363,4363,"2022-03-17",-1012
23269,23269,"2022-03-18",-1011
14315,14315,"2022-03-18",-1011
26691,26691,"2022-03-18",-1011
33044,33044,"2022-03-18",-1011
23340,23340,"2022-03-19",-1010
32986,32986,"2022-03-19",-1010
6851,6851,"2022-03-19",-1010
19546,19546,"2022-03-19",-1010
6540,6540,"2022-03-21",-1008
1810,1810,"2022-03-21",-1008
30096,30096,"2022-03-21",-1008
9808,9808,"2022-03-21",-1008
31519,31519,"2022-03-22",-1007
12804,12804,"2022-03-22",-1007
29942,29942,"2022-03-22",-1007
6922,6922,"2022-03-23",-1006
1957,1957,"2022-03-23",-1006
12047,12047,"2022-03-23",-1006
7789,7789,"2022-03-23",-1006
21087,21087,"2022-03-24",-1005
27083,27083,"2022-03-24",-1005
2860,2860,"2022-03-24",-1005
10331,10331,"2022-03-24",-1005
9658,9658,"2022-03-24",-1005
12439,12439,"2022-03-25",-1004
7233,7233,"2022-03-25",-1004
7485,7485,"2022-03-25",-1004
14081,14081,"2022-03-25",-1004
3395,3395,"2022-03-25",-1004
15290,15290,"2022-03-25",-1004
5802,5802,"2022-03-26",-1003
2361,2361,"2022-03-26",-1003
27303,27303,"2022-03-26",-1003
27658,27658,"2022-03-26",-1003
29985,29985,"2022-03-26",-1003
5470,5470,"2022-03-26",-1003
22634,22634,"2022-03-27",-1002
9651,9651,"2022-03-27",-1002
29522,29522,"2022-03-27",-1002
11121,11121,"2022-03-27",-1002
1837,1837,"2022-03-27",-1002
18737,18737,"2022-03-27",-1002
32232,32232,"2022-03-28",-1001
678,678,"2022-03-28",-1001
11167,11167,"2022-03-28",-1001
25122,25122,"2022-03-29",-1000
7572,7572,"2022-03-29",-1000
24595,24595,"2022-03-29",-1000
942,942,"2022-03-29",-1000
13127,13127,"2022-03-30",-999
17621,17621,"2022-03-30",-999
3505,3505,"2022-03-30",-999
2592,2592,"2022-03-30",-999
23482,23482,"2022-03-30",-999
21689,21689,"2022-03-30",-999
31477,31477,"2022-03-31",-998
3427,3427,"2022-03-31",-998
19615,19615,"2022-03-31",-998
12373,12373,"2022-03-31",-998
28392,28392,"2022-03-31",-998
13348,13348,"2022-04-01",-997
8446,8446,"2022-04-01",-997
18913,18913,"2022-04-01",-997
4025,4025,"2022-04-01",-997
21404,21404,"2022-04-01",-997
7908,7908,"2022-04-01",-997
4995,4995,"2022-04-02",-996
10883,10883,"2022-04-02",-996
12030,12030,"2022-04-02",-996
22906,22906,"2022-04-02",-996
12383,12383,"2022-04-03",-995
26083,26083,"2022-04-03",-995
20007,20007,"2022-04-03",-995
20483,20483,"2022-04-03",-995
1100,1100,"2022-04-04",-994
32563,32563,"2022-04-04",-994
29226,29226,"2022-04-04",-994
6783,6783,"2022-04-04",-994
32984,32984,"2022-04-04",-994
28570,28570,"2022-04-04",-994
6852,6852,"2022-04-05",-993
25333,25333,"2022-04-05",-993
26229,26229,"2022-04-05",-993
26168,26168,"2022-04-05",-993
28059,28059,"2022-04-06",-992
5029,5029,"2022-04-06",-992
30355,30355,"2022-04-06",-992
19928,19928,"2022-04-06",-992
27322,27322,"2022-04-07",-991
25625,25625,"2022-04-07",-991
8415,8415,"2022-04-07",-991
16957,16957,"2022-04-07",-991
4,4,"2022-04-07",-991
11127,11127,"2022-04-07",-991
16618,16618,"2022-04-08",-990
19219,19219,"2022-04-09",-989
31134,31134,"2022-04-09",-989
13233,13233,"2022-04-09",-989
24426,24426,"2022-04-09",-989
13116,13116,"2022-04-09",-989
8825,8825,"2022-04-10",-988
155,155,"2022-04-10",-988
1124,1124,"2022-04-10",-988
33254,33254,"2022-04-10",-988
27102,27102,"2022-04-10",-988
819,819,"2022-04-10",-988
9543,9543,"2022-04-10",-988
26917,26917,"2022-04-11",-987
22357,22357,"2022-04-11",-987
8401,8401,"2022-04-11",-987
11710,11710,"2022-04-12",-986
9892,9892,"2022-04-12",-986
19201,19201,"2022-04-12",-986
2872,2872,"2022-04-12",-986
4305,4305,"2022-04-12",-986
21266,21266,"2022-04-13",-985
6248,6248,"2022-04-13",-985
20094,20094,"2022-04-13",-985
7773,7773,"2022-04-13",-985
26701,26701,"2022-04-13",-985
32106,32106,"2022-04-14",-984
26637,26637,"2022-04-14",-984
24580,24580,"2022-04-14",-984
1950,1950,"2022-04-14",-984
23230,23230,"2022-04-15",-983
14363,14363,"2022-04-15",-983
6139,6139,"2022-04-15",-983
28576,28576,"2022-04-15",-983
21006,21006,"2022-04-16",-982
15331,15331,"2022-04-16",-982
7771,7771,"2022-04-16",-982
1710,1710,"2022-04-16",-982
20215,20215,"2022-04-17",-981
10914,10914,"2022-04-17",-981
4679,4679,"2022-04-17",-981
14395,14395,"2022-04-17",-981
12457,12457,"2022-04-17",-981
26153,26153,"2022-04-18",-980
20898,20898,"2022-04-18",-980
14161,14161,"2022-04-18",-980
18622,18622,"2022-04-18",-980
25550,25550,"2022-04-18",-980
1458,1458,"2022-04-19",-979
6669,6669,"2022-04-19",-979
18362,18362,"2022-04-19",-979
21098,21098,"2022-04-20",-978
5107,5107,"2022-04-21",-977
24592,24592,"2022-04-21",-977
2861,2861,"2022-04-21",-977
33333,33333,"2022-04-21",-977
12495,12495,"2022-04-22",-976
6413,6413,"2022-04-22",-976
4216,4216,"2022-04-22",-976
9287,9287,"2022-04-22",-976
33143,33143,"2022-04-22",-976
15139,15139,"2022-04-22",-976
22608,22608,"2022-04-22",-976
14726,14726,"2022-04-23",-975
32205,32205,"2022-04-23",-975
8764,8764,"2022-04-24",-974
32537,32537,"2022-04-24",-974
5664,5664,"2022-04-24",-974
18883,18883,"2022-04-24",-974
20699,20699,"2022-04-24",-974
15443,15443,"2022-04-24",-974
9846,9846,"2022-04-25",-973
15760,15760,"2022-04-25",-973
3274,3274,"2022-04-25",-973
32871,32871,"2022-04-25",-973
17471,17471,"2022-04-25",-973
25131,25131,"2022-04-26",-972
8933,8933,"2022-04-26",-972
26081,26081,"2022-04-26",-972
6838,6838,"2022-04-26",-972
4267,4267,"2022-04-26",-972
11116,11116,"2022-04-27",-971
18249,18249,"2022-04-27",-971
32323,32323,"2022-04-27",-971
9057,9057,"2022-04-27",-971
6996,6996,"2022-04-27",-971
8138,8138,"2022-04-27",-971
11571,11571,"2022-04-27",-971
12989,12989,"2022-04-27",-971
6600,6600,"2022-04-27",-971
31626,31626,"2022-04-28",-970
24286,24286,"2022-04-28",-970
23134,23134,"2022-04-28",-970
27287,27287,"2022-04-28",-970
32016,32016,"2022-04-28",-970
26064,26064,"2022-04-28",-970
15434,15434,"2022-04-28",-970
15239,15239,"2022-04-29",-969
19440,19440,"2022-04-29",-969
22588,22588,"2022-04-29",-969
15163,15163,"2022-04-29",-969
14,14,"2022-04-29",-969
30199,30199,"2022-04-29",-969
14457,14457,"2022-04-29",-969
12207,12207,"2022-04-30",-968
14284,14284,"2022-04-30",-968
14560,14560,"2022-04-30",-968
16212,16212,"2022-04-30",-968
15473,15473,"2022-04-30",-968
23815,23815,"2022-05-01",-967
4938,4938,"2022-05-01",-967
28715,28715,"2022-05-01",-967
11057,11057,"2022-05-02",-966
16495,16495,"2022-05-02",-966
7481,7481,"2022-05-02",-966
11548,11548,"2022-05-02",-966
10415,10415,"2022-05-02",-966
28025,28025,"2022-05-02",-966
4911,4911,"2022-05-02",-966
25877,25877,"2022-05-03",-965
18786,18786,"2022-05-03",-965
24296,24296,"2022-05-03",-965
3222,3222,"2022-05-03",-965
3762,3762,"2022-05-03",-965
13314,13314,"2022-05-03",-965
18542,18542,"2022-05-04",-964
6719,6719,"2022-05-04",-964
13041,13041,"2022-05-04",-964
2089,2089,"2022-05-04",-964
9051,9051,"2022-05-04",-964
6476,6476,"2022-05-04",-964
20247,20247,"2022-05-04",-964
24517,24517,"2022-05-05",-963
13208,13208,"2022-05-05",-963
8341,8341,"2022-05-05",-963
15030,15030,"2022-05-05",-963
6984,6984,"2022-05-05",-963
29044,29044,"2022-05-06",-962
32196,32196,"2022-05-06",-962
17221,17221,"2022-05-06",-962
9570,9570,"2022-05-06",-962
1135,1135,"2022-05-07",-961
11696,11696,"2022-05-07",-961
12748,12748,"2022-05-07",-961
11605,11605,"2022-05-07",-961
18791,18791,"2022-05-07",-961
11432,11432,"2022-05-07",-961
7506,7506,"2022-05-07",-961
9128,9128,"2022-05-07",-961
11540,11540,"2022-05-07",-961
20501,20501,"2022-05-08",-960
14019,14019,"2022-05-08",-960
33026,33026,"2022-05-08",-960
17349,17349,"2022-05-08",-960
478,478,"2022-05-08",-960
11683,11683,"2022-05-09",-959
26247,26247,"2022-05-09",-959
28605,28605,"2022-05-09",-959
9867,9867,"2022-05-09",-959
27499,27499,"2022-05-09",-959
27735,27735,"2022-05-09",-959
8642,8642,"2022-05-09",-959
5411,5411,"2022-05-10",-958
18477,18477,"2022-05-10",-958
2871,2871,"2022-05-10",-958
7540,7540,"2022-05-10",-958
2152,2152,"2022-05-10",-958
25183,25183,"2022-05-10",-958
17164,17164,"2022-05-10",-958
32610,32610,"2022-05-10",-958
26694,26694,"2022-05-11",-957
27940,27940,"2022-05-11",-957
19291,19291,"2022-05-11",-957
18752,18752,"2022-05-11",-957
6787,6787,"2022-05-11",-957
18805,18805,"2022-05-11",-957
27898,27898,"2022-05-11",-957
16479,16479,"2022-05-12",-956
5647,5647,"2022-05-12",-956
16102,16102,"2022-05-12",-956
23805,23805,"2022-05-12",-956
12526,12526,"2022-05-12",-956
25255,25255,"2022-05-12",-956
19100,19100,"2022-05-12",-956
11147,11147,"2022-05-12",-956
19162,19162,"2022-05-13",-955
12325,12325,"2022-05-13",-955
19478,19478,"2022-05-13",-955
25292,25292,"2022-05-13",-955
13689,13689,"2022-05-14",-954
31027,31027,"2022-05-15",-953
23678,23678,"2022-05-15",-953
25596,25596,"2022-05-15",-953
20462,20462,"2022-05-15",-953
23552,23552,"2022-05-16",-952
8549,8549,"2022-05-16",-952
28702,28702,"2022-05-16",-952
4954,4954,"2022-05-16",-952
16318,16318,"2022-05-16",-952
27768,27768,"2022-05-16",-952
8726,8726,"2022-05-16",-952
9617,9617,"2022-05-17",-951
5517,5517,"2022-05-18",-950
958,958,"2022-05-18",-950
23093,23093,"2022-05-18",-950
15234,15234,"2022-05-18",-950
794,794,"2022-05-18",-950
1506,1506,"2022-05-18",-950
32499,32499,"2022-05-18",-950
15602,15602,"2022-05-19",-949
17376,17376,"2022-05-19",-949
6043,6043,"2022-05-19",-949
22461,22461,"2022-05-20",-948
2229,2229,"2022-05-20",-948
17685,17685,"2022-05-20",-948
27047,27047,"2022-05-21",-947
29876,29876,"2022-05-21",-947
13921,13921,"2022-05-21",-947
17484,17484,"2022-05-21",-947
12632,12632,"2022-05-21",-947
24236,24236,"2022-05-21",-947
17510,17510,"2022-05-21",-947
8146,8146,"2022-05-21",-947
4566,4566,"2022-05-21",-947
6004,6004,"2022-05-22",-946
23930,23930,"2022-05-22",-946
24090,24090,"2022-05-22",-946
1906,1906,"2022-05-22",-946
28560,28560,"2022-05-22",-946
30846,30846,"2022-05-22",-946
3461,3461,"2022-05-22",-946
18773,18773,"2022-05-23",-945
11351,11351,"2022-05-23",-945
20211,20211,"2022-05-23",-945
15792,15792,"2022-05-23",-945
21063,21063,"2022-05-23",-945
32728,32728,"2022-05-24",-944
5781,5781,"2022-05-24",-944
10969,10969,"2022-05-24",-944
30489,30489,"2022-05-24",-944
33158,33158,"2022-05-24",-944
913,913,"2022-05-25",-943
26265,26265,"2022-05-25",-943
10722,10722,"2022-05-25",-943
26433,26433,"2022-05-26",-942
3235,3235,"2022-05-26",-942
9642,9642,"2022-05-26",-942
25932,25932,"2022-05-26",-942
29312,29312,"2022-05-26",-942
26093,26093,"2022-05-26",-942
30957,30957,"2022-05-27",-941
19936,19936,"2022-05-27",-941
33256,33256,"2022-05-27",-941
25729,25729,"2022-05-27",-941
15784,15784,"2022-05-27",-941
29080,29080,"2022-05-27",-941
27964,27964,"2022-05-27",-941
4383,4383,"2022-05-28",-940
3150,3150,"2022-05-28",-940
28336,28336,"2022-05-28",-940
26656,26656,"2022-05-28",-940
15550,15550,"2022-05-28",-940
26355,26355,"2022-05-28",-940
18442,18442,"2022-05-28",-940
18430,18430,"2022-05-28",-940
18200,18200,"2022-05-28",-940
7104,7104,"2022-05-28",-940
16325,16325,"2022-05-29",-939
2549,2549,"2022-05-29",-939
2085,2085,"2022-05-29",-939
10261,10261,"2022-05-29",-939
8863,8863,"2022-05-29",-939
31804,31804,"2022-05-29",-939
520,520,"2022-05-29",-939
8024,8024,"2022-05-30",-938
25813,25813,"2022-05-30",-938
28479,28479,"2022-05-31",-937
1965,1965,"2022-05-31",-937
5072,5072,"2022-05-31",-937
417,417,"2022-05-31",-937
22627,22627,"2022-06-01",-936
8777,8777,"2022-06-01",-936
20556,20556,"2022-06-01",-936
1569,1569,"2022-06-01",-936
17951,17951,"2022-06-02",-935
2762,2762,"2022-06-02",-935
13161,13161,"2022-06-02",-935
6639,6639,"2022-06-02",-935
17199,17199,"2022-06-02",-935
10341,10341,"2022-06-02",-935
11618,11618,"2022-06-03",-934
8358,8358,"2022-06-03",-934
16167,16167,"2022-06-03",-934
25561,25561,"2022-06-03",-934
23508,23508,"2022-06-03",-934
29264,29264,"2022-06-04",-933
30699,30699,"2022-06-04",-933
18467,18467,"2022-06-04",-933
22666,22666,"2022-06-04",-933
29904,29904,"2022-06-04",-933
5,5,"2022-06-04",-933
23452,23452,"2022-06-04",-933
820,820,"2022-06-05",-932
17551,17551,"2022-06-05",-932
14875,14875,"2022-06-05",-932
440,440,"2022-06-05",-932
6408,6408,"2022-06-05",-932
13622,13622,"2022-06-05",-932
12828,12828,"2022-06-06",-931
27657,27657,"2022-06-06",-931
4725,4725,"2022-06-06",-931
7451,7451,"2022-06-06",-931
24640,24640,"2022-06-07",-930
6309,6309,"2022-06-07",-930
14615,14615,"2022-06-08",-929
14228,14228,"2022-06-08",-929
29268,29268,"2022-06-08",-929
5452,5452,"2022-06-08",-929
24771,24771,"2022-06-08",-929
7436,7436,"2022-06-09",-928
29467,29467,"2022-06-09",-928
21760,21760,"2022-06-09",-928
13719,13719,"2022-06-09",-928
2404,2404,"2022-06-10",-927
8291,8291,"2022-06-10",-927
20453,20453,"2022-06-10",-927
24352,24352,"2022-06-10",-927
11319,11319,"2022-06-10",-927
1304,1304,"2022-06-10",-927
30624,30624,"2022-06-10",-927
425,425,"2022-06-10",-927
18168,18168,"2022-06-10",-927
13572,13572,"2022-06-10",-927
5531,5531,"2022-06-11",-926
27062,27062,"2022-06-11",-926
5178,5178,"2022-06-11",-926
5277,5277,"2022-06-11",-926
26643,26643,"2022-06-11",-926
2525,2525,"2022-06-11",-926
9220,9220,"2022-06-11",-926
5991,5991,"2022-06-11",-926
6037,6037,"2022-06-11",-926
29484,29484,"2022-06-11",-926
21453,21453,"2022-06-12",-925
28580,28580,"2022-06-12",-925
8775,8775,"2022-06-12",-925
10284,10284,"2022-06-13",-924
16051,16051,"2022-06-13",-924
21614,21614,"2022-06-13",-924
32264,32264,"2022-06-13",-924
26550,26550,"2022-06-13",-924
24066,24066,"2022-06-13",-924
18196,18196,"2022-06-14",-923
33244,33244,"2022-06-14",-923
29221,29221,"2022-06-14",-923
9052,9052,"2022-06-14",-923
17880,17880,"2022-06-15",-922
1478,1478,"2022-06-15",-922
11486,11486,"2022-06-15",-922
7096,7096,"2022-06-16",-921
14239,14239,"2022-06-16",-921
15781,15781,"2022-06-16",-921
12455,12455,"2022-06-16",-921
17497,17497,"2022-06-17",-920
23569,23569,"2022-06-17",-920
24160,24160,"2022-06-17",-920
13330,13330,"2022-06-17",-920
20903,20903,"2022-06-18",-919
7396,7396,"2022-06-18",-919
6425,6425,"2022-06-18",-919
18884,18884,"2022-06-18",-919
23229,23229,"2022-06-18",-919
25447,25447,"2022-06-18",-919
30211,30211,"2022-06-18",-919
2673,2673,"2022-06-19",-918
24798,24798,"2022-06-19",-918
2099,2099,"2022-06-19",-918
7067,7067,"2022-06-19",-918
23698,23698,"2022-06-19",-918
14959,14959,"2022-06-19",-918
20965,20965,"2022-06-19",-918
20912,20912,"2022-06-20",-917
29774,29774,"2022-06-20",-917
29404,29404,"2022-06-20",-917
1388,1388,"2022-06-20",-917
4584,4584,"2022-06-20",-917
7294,7294,"2022-06-20",-917
17388,17388,"2022-06-20",-917
23121,23121,"2022-06-20",-917
23107,23107,"2022-06-21",-916
4203,4203,"2022-06-21",-916
12199,12199,"2022-06-21",-916
30741,30741,"2022-06-21",-916
30203,30203,"2022-06-22",-915
15450,15450,"2022-06-22",-915
15393,15393,"2022-06-22",-915
9001,9001,"2022-06-23",-914
6383,6383,"2022-06-23",-914
4538,4538,"2022-06-23",-914
14960,14960,"2022-06-23",-914
21696,21696,"2022-06-23",-914
5001,5001,"2022-06-24",-913
31789,31789,"2022-06-24",-913
10385,10385,"2022-06-24",-913
28657,28657,"2022-06-24",-913
23658,23658,"2022-06-24",-913
32351,32351,"2022-06-24",-913
18923,18923,"2022-06-24",-913
2298,2298,"2022-06-24",-913
27783,27783,"2022-06-24",-913
6815,6815,"2022-06-25",-912
26836,26836,"2022-06-25",-912
2394,2394,"2022-06-25",-912
2397,2397,"2022-06-25",-912
21062,21062,"2022-06-25",-912
1004,1004,"2022-06-25",-912
23996,23996,"2022-06-25",-912
3248,3248,"2022-06-26",-911
1701,1701,"2022-06-27",-910
18221,18221,"2022-06-27",-910
27577,27577,"2022-06-27",-910
8637,8637,"2022-06-28",-909
28792,28792,"2022-06-28",-909
462,462,"2022-06-29",-908
26632,26632,"2022-06-29",-908
11412,11412,"2022-06-29",-908
12347,12347,"2022-06-29",-908
23384,23384,"2022-06-29",-908
11846,11846,"2022-06-30",-907
19512,19512,"2022-06-30",-907
10484,10484,"2022-07-01",-906
26454,26454,"2022-07-01",-906
21781,21781,"2022-07-01",-906
13070,13070,"2022-07-01",-906
7923,7923,"2022-07-01",-906
17149,17149,"2022-07-02",-905
6289,6289,"2022-07-02",-905
21210,21210,"2022-07-02",-905
6066,6066,"2022-07-03",-904
28394,28394,"2022-07-03",-904
26621,26621,"2022-07-03",-904
20583,20583,"2022-07-03",-904
31443,31443,"2022-07-03",-904
16982,16982,"2022-07-04",-903
22456,22456,"2022-07-04",-903
5402,5402,"2022-07-04",-903
32293,32293,"2022-07-04",-903
26829,26829,"2022-07-04",-903
10599,10599,"2022-07-04",-903
24916,24916,"2022-07-04",-903
7414,7414,"2022-07-04",-903
30899,30899,"2022-07-05",-902
10279,10279,"2022-07-05",-902
6555,6555,"2022-07-05",-902
31171,31171,"2022-07-05",-902
27304,27304,"2022-07-06",-901
31809,31809,"2022-07-06",-901
2965,2965,"2022-07-06",-901
21747,21747,"2022-07-06",-901
11614,11614,"2022-07-06",-901
25917,25917,"2022-07-07",-900
24807,24807,"2022-07-07",-900
17764,17764,"2022-07-07",-900
3808,3808,"2022-07-07",-900
12603,12603,"2022-07-07",-900
23351,23351,"2022-07-07",-900
25879,25879,"2022-07-07",-900
18284,18284,"2022-07-08",-899
32821,32821,"2022-07-08",-899
16049,16049,"2022-07-08",-899
2174,2174,"2022-07-08",-899
11687,11687,"2022-07-08",-899
28656,28656,"2022-07-08",-899
16201,16201,"2022-07-08",-899
2328,2328,"2022-07-09",-898
13985,13985,"2022-07-09",-898
15125,15125,"2022-07-09",-898
13617,13617,"2022-07-09",-898
22880,22880,"2022-07-10",-897
4737,4737,"2022-07-10",-897
7062,7062,"2022-07-10",-897
9073,9073,"2022-07-10",-897
29539,29539,"2022-07-10",-897
4601,4601,"2022-07-11",-896
25962,25962,"2022-07-12",-895
5919,5919,"2022-07-12",-895
26938,26938,"2022-07-12",-895
5273,5273,"2022-07-12",-895
15734,15734,"2022-07-13",-894
7039,7039,"2022-07-13",-894
13649,13649,"2022-07-13",-894
11285,11285,"2022-07-13",-894
16883,16883,"2022-07-13",-894
32572,32572,"2022-07-14",-893
7155,7155,"2022-07-14",-893
14126,14126,"2022-07-14",-893
3844,3844,"2022-07-14",-893
2254,2254,"2022-07-14",-893
5258,5258,"2022-07-14",-893
22281,22281,"2022-07-14",-893
4395,4395,"2022-07-14",-893
3907,3907,"2022-07-15",-892
16925,16925,"2022-07-15",-892
10,10,"2022-07-15",-892
19136,19136,"2022-07-16",-891
18823,18823,"2022-07-16",-891
24124,24124,"2022-07-16",-891
18428,18428,"2022-07-16",-891
17134,17134,"2022-07-16",-891
23292,23292,"2022-07-16",-891
33078,33078,"2022-07-16",-891
11185,11185,"2022-07-17",-890
15560,15560,"2022-07-17",-890
21668,21668,"2022-07-17",-890
8968,8968,"2022-07-17",-890
220,220,"2022-07-17",-890
31956,31956,"2022-07-17",-890
14542,14542,"2022-07-18",-889
445,445,"2022-07-18",-889
13158,13158,"2022-07-18",-889
25554,25554,"2022-07-19",-888
26333,26333,"2022-07-19",-888
15067,15067,"2022-07-19",-888
19755,19755,"2022-07-19",-888
29700,29700,"2022-07-19",-888
13988,13988,"2022-07-20",-887
29445,29445,"2022-07-20",-887
2129,2129,"2022-07-20",-887
18114,18114,"2022-07-21",-886
29215,29215,"2022-07-21",-886
8841,8841,"2022-07-21",-886
8602,8602,"2022-07-21",-886
23115,23115,"2022-07-21",-886
8422,8422,"2022-07-22",-885
23550,23550,"2022-07-22",-885
16359,16359,"2022-07-22",-885
25351,25351,"2022-07-22",-885
5124,5124,"2022-07-22",-885
13954,13954,"2022-07-22",-885
30724,30724,"2022-07-22",-885
24832,24832,"2022-07-23",-884
8187,8187,"2022-07-23",-884
11962,11962,"2022-07-24",-883
4343,4343,"2022-07-24",-883
11978,11978,"2022-07-24",-883
19321,19321,"2022-07-24",-883
19993,19993,"2022-07-25",-882
20380,20380,"2022-07-25",-882
12213,12213,"2022-07-25",-882
7945,7945,"2022-07-25",-882
13898,13898,"2022-07-25",-882
26990,26990,"2022-07-25",-882
9196,9196,"2022-07-26",-881
5268,5268,"2022-07-26",-881
2265,2265,"2022-07-26",-881
27115,27115,"2022-07-26",-881
28858,28858,"2022-07-26",-881
4015,4015,"2022-07-26",-881
6888,6888,"2022-07-27",-880
31849,31849,"2022-07-27",-880
31452,31452,"2022-07-27",-880
7215,7215,"2022-07-27",-880
19959,19959,"2022-07-28",-879
24730,24730,"2022-07-28",-879
15052,15052,"2022-07-28",-879
14573,14573,"2022-07-28",-879
29285,29285,"2022-07-28",-879
615,615,"2022-07-28",-879
23693,23693,"2022-07-28",-879
29938,29938,"2022-07-29",-878
28902,28902,"2022-07-29",-878
19885,19885,"2022-07-29",-878
19283,19283,"2022-07-29",-878
26122,26122,"2022-07-29",-878
9577,9577,"2022-07-29",-878
29647,29647,"2022-07-30",-877
13630,13630,"2022-07-30",-877
6670,6670,"2022-07-30",-877
9626,9626,"2022-07-30",-877
25187,25187,"2022-07-30",-877
22348,22348,"2022-07-30",-877
10558,10558,"2022-07-31",-876
32875,32875,"2022-07-31",-876
21072,21072,"2022-07-31",-876
31864,31864,"2022-07-31",-876
27118,27118,"2022-07-31",-876
27223,27223,"2022-08-01",-875
22149,22149,"2022-08-01",-875
32039,32039,"2022-08-01",-875
8972,8972,"2022-08-01",-875
11569,11569,"2022-08-01",-875
29206,29206,"2022-08-01",-875
12843,12843,"2022-08-02",-874
12271,12271,"2022-08-02",-874
20424,20424,"2022-08-02",-874
5228,5228,"2022-08-02",-874
26588,26588,"2022-08-02",-874
5543,5543,"2022-08-02",-874
